0,0,0,0.905791937,0.3550736518,0
0,0.2,0,0.780609686,1,0.102020134
0,0.4,0,0.477080805,1,0.104081077
0,0.6,0,0.041391226,1,0.106183654
0,0.8,0,0.356193811,1,0.108328706
0,1,0,0.561925664,1,0.110517091
0,1.2,0,0,0.9641107575,0.150647399
0,1.4,0,0.038973089,0.8339123526,0.153528706
0,1.6,0,0.054332395,0.736329172,0.156463479
0,1.8,0,0.21512398,0.6604894879,0.159452677
0,2,0,0,0.5998702541,0.162497276
0,2.2,0,0.305978274,0.5503204326,0.16559827
0,2.4,0,0.237639605,0.509072657,0.16875667
0,2.6,0,0.296504184,0.4742110509,0.171973504
0,2.8,0,0.128630781,0.4443671247,0.17524982
0,3,0,0.699476704,0.4185373129,0.178586682
0.2,0,0,1,0.9180318021,0.102020134
0.2,0.2,0,1,1,0.102020134
0.2,0.4,0,1,1,0.104081077
0.2,0.6,0,1,1,0.106183654
0.2,0.8,0,1,1,0.108328706
0.2,1,0,1,1,0.110517091
0.2,1.2,0,1,0.9641107575,0.150647399
0.2,1.4,0,1,0.8339123526,0.153528706
0.2,1.6,0,1,0.736329172,0.156463479
0.2,1.8,0,1,0.6604894879,0.159452677
0.2,2,0,1,0.5998702541,0.162497276
0.2,2.2,0,1,0.5503204326,0.16559827
0.2,2.4,0,1,0.509072657,0.16875667
0.2,2.6,0,1,0.4742110509,0.171973504
0.2,2.8,0,1,0.4443671247,0.17524982
0.2,3,0,1,0.4185373129,0.178586682
0.4,0,0,1,0.001166286,0.104081077
0.4,0.2,0,1,1,0.104081077
0.4,0.4,0,1,1,0.104081077
0.4,0.6,0,1,1,0.106183654
0.4,0.8,0,1,1,0.108328706
0.4,1,0,1,1,0.110517091
0.4,1.2,0,1,0.9641107575,0.150647399
0.4,1.4,0,1,0.8339123526,0.153528706
0.4,1.6,0,1,0.736329172,0.156463479
0.4,1.8,0,1,0.6604894879,0.159452677
0.4,2,0,1,0.5998702541,0.162497276
0.4,2.2,0,1,0.5503204326,0.16559827
0.4,2.4,0,1,0.509072657,0.16875667
0.4,2.6,0,1,0.4742110509,0.171973504
0.4,2.8,0,1,0.4443671247,0.17524982
0.4,3,0,1,0.4185373129,0.178586682
0.6,0,0,1,0.3077037065,0.106183654
0.6,0.2,0,1,1,0.106183654
0.6,0.4,0,1,1,0.106183654
0.6,0.6,0,1,1,0.106183654
0.6,0.8,0,1,1,0.108328706
0.6,1,0,1,1,0.110517091
0.6,1.2,0,1,0.9641107575,0.150647399
0.6,1.4,0,1,0.8339123526,0.153528706
0.6,1.6,0,1,0.736329172,0.156463479
0.6,1.8,0,1,0.6604894879,0.159452677
0.6,2,0,1,0.5998702541,0.162497276
0.6,2.2,0,1,0.5503204326,0.16559827
0.6,2.4,0,1,0.509072657,0.16875667
0.6,2.6,0,1,0.4742110509,0.171973504
0.6,2.8,0,1,0.4443671247,0.17524982
0.6,3,0,1,0.4185373129,0.178586682
0.8,0,0,1,0.8102947907,0.108328706
0.8,0.2,0,1,1,0.108328706
0.8,0.4,0,1,1,0.108328706
0.8,0.6,0,1,1,0.108328706
0.8,0.8,0,1,1,0.108328706
0.8,1,0,1,1,0.110517091
0.8,1.2,0,1,0.9641107575,0.150647399
0.8,1.4,0,1,0.8339123526,0.153528706
0.8,1.6,0,1,0.736329172,0.156463479
0.8,1.8,0,1,0.6604894879,0.159452677
0.8,2,0,1,0.5998702541,0.162497276
0.8,2.2,0,1,0.5503204326,0.16559827
0.8,2.4,0,1,0.509072657,0.16875667
0.8,2.6,0,1,0.4742110509,0.171973504
0.8,2.8,0,1,0.4443671247,0.17524982
0.8,3,0,1,0.4185373129,0.178586682
1,0,0,1,0.7514749199,0.110517091
1,0.2,0,1,1,0.110517091
1,0.4,0,1,1,0.110517091
1,0.6,0,1,1,0.110517091
1,0.8,0,1,1,0.110517091
1,1,0,1,1,0.110517091
1,1.2,0,1,0.9641107575,0.150647399
1,1.4,0,1,0.8339123526,0.153528706
1,1.6,0,1,0.736329172,0.156463479
1,1.8,0,1,0.6604894879,0.159452677
1,2,0,1,0.5998702541,0.162497276
1,2.2,0,1,0.5503204326,0.16559827
1,2.4,0,1,0.509072657,0.16875667
1,2.6,0,1,0.4742110509,0.171973504
1,2.8,0,1,0.4443671247,0.17524982
1,3,0,1,0.4185373129,0.178586682
1.2,0,0,0.964110757,0.3510245001,0.150647399
1.2,0.2,0,0.964110757,1,0.150647399
1.2,0.4,0,0.964110757,1,0.150647399
1.2,0.6,0,0.964110757,1,0.150647399
1.2,0.8,0,0.964110757,1,0.150647399
1.2,1,0,0.964110757,1,0.150647399
1.2,1.2,0.4,0.965899884,0.9659006238,0.151232627
1.2,1.4,0.3,0.974257037,0.8350823397,0.15397849
1.2,1.6,0.7,0.982698494,0.737023872,0.156771237
1.2,1.8,0.3,0.991209353,0.6608062349,0.159611869
1.2,2,0.5,0.999793691,0.5998770063,0.16250108
1.2,2.2,0.4,1,0.5503199655,0.165598287
1.2,2.4,0.2,1,0.5090722734,0.168756685
1.2,2.6,0,1,0.4742105644,0.171973526
1.2,2.8,0.1,1,0.4443670245,0.175249824
1.2,3,0,1,0.4185366258,0.178586719
1.4,0,0,0.833912352,0.3836650165,0.153528706
1.4,0.2,0,0.833912352,1,0.153528706
1.4,0.4,0,0.833912352,1,0.153528706
1.4,0.6,0,0.833912352,1,0.153528706
1.4,0.8,0,0.833912352,1,0.153528706
1.4,1,0,0.833912352,1,0.153528706
1.4,1.2,0.7,0.836238818,0.9741905797,0.154423637
1.4,1.4,0.5,0.842295479,0.8426278521,0.156893361
1.4,1.6,0.7,0.849607446,0.743407041,0.159611881
1.4,1.8,0.5,0.856967069,0.6665299642,0.162501057
1.4,2,0.4,0.864389691,0.6050784394,0.165442616
1.4,2.2,0.1,0.871881729,0.5548306698,0.168430117
1.4,2.4,0.2,0.879426939,0.513006486,0.17147268
1.4,2.6,0.8,0.887041586,0.477640482,0.174561069
1.4,2.8,0.8,0.894719198,0.4473628298,0.177705545
1.4,3,0.1,0.902460493,0.4211488174,0.180900844
1.6,0,0,0.736329172,0.6332710631,0.156463479
1.6,0.2,0,0.736329172,1,0.156463479
1.6,0.4,0,0.736329172,1,0.156463479
1.6,0.6,0,0.736329172,1,0.156463479
1.6,0.8,0,0.736329172,1,0.156463479
1.6,1,0,0.736329172,1,0.156463479
1.6,1.2,0.4,0.74006129,0.9824786239,0.158120057
1.6,1.4,0.9,0.747649302,0.8493329884,0.161512654
1.6,1.6,0.1,0.749819598,0.749817063,0.162502506
1.6,1.8,0.5,0.756340989,0.6723092306,0.165442541
1.6,2,0.9,0.76288869,0.6103206701,0.168432098
1.6,2.2,0.3,0.769514303,0.559635001,0.171474794
1.6,2.4,0.2,0.776143768,0.5174421117,0.17455985
1.6,2.6,0.1,0.782845258,0.4817730604,0.177703966
1.6,2.8,0.1,0.789652964,0.4512305618,0.180900583
1.6,3,0.2,0.794510477,0.4315615035,0.190273525
1.8,0,0,0.660489487,0.0509895634,0.159452677
1.8,0.2,0,0.660489487,1,0.159452677
1.8,0.4,0,0.660489487,1,0.159452677
1.8,0.6,0,0.660489487,1,0.159452677
1.8,0.8,0,0.660489487,1,0.159452677
1.8,1,0,0.660489487,1,0.159452677
1.8,1.2,0.3,0.665421207,0.9908294756,0.161939524
1.8,1.4,0.3,0.666506641,0.8569685789,0.162501705
1.8,1.6,0.4,0.672221927,0.7563477672,0.165442488
1.8,1.8,0.5,0.678132616,0.6781260545,0.168431345
1.8,2,0.2,0.683999069,0.6156025938,0.171469683
1.8,2.2,0.2,0.6899213,0.564483256,0.17456046
1.8,2.4,0.7,0.695895611,0.5219191615,0.177704422
1.8,2.6,0.3,0.701913753,0.4859405222,0.180900519
1.8,2.8,0.3,0.706230759,0.463028168,0.190819052
1.8,3,0.2,0.759728736,0.4411062483,0.213056039
2,0,0,0.599870254,0.7610554375,0.162497276
2,0.2,0,0.599870254,1,0.162497276
2,0.4,0,0.599870254,1,0.162497276
2,0.6,0,0.599870254,1,0.162497276
2,0.8,0,0.599870254,1,0.162497276
2,1,0,0.599870254,1,0.162497276
2,1.2,0.8,0.60825163,0.9989974486,0.167249193
2,1.4,0.3,0.605076037,0.864389884,0.165441252
2,1.6,0,0.610316046,0.7628922351,0.16842945
2,1.8,0.2,0.615599014,0.6840055652,0.171471078
2,2,0.2,0.620929171,0.6209316331,0.17456049
2,2.2,0.2,0.626303523,0.5693694974,0.177704655
2,2.4,0.7,0.631722522,0.5264353246,0.180900427
2,2.6,0.4,0.635608335,0.4994507442,0.191456383
2,2.8,0.3,0.67833272,0.4748697272,0.209578307
2,3,0.3,0.677802691,0.4742757598,0.231269391
2.2,0,0,0.550320432,0.68560392,0.16559827
2.2,0.2,0,0.550320432,1,0.16559827
2.2,0.4,0,0.550320432,1,0.16559827
2.2,0.6,0,0.550320432,1,0.16559827
2.2,0.8,0,0.550320432,1,0.16559827
2.2,1,0,0.550320432,1,0.16559827
2.2,1.2,0.4,0.550320103,1,0.165598282
2.2,1.4,0.5,0.554835138,0.8718766342,0.168430943
2.2,1.6,0.7,0.559635114,0.7695015318,0.171468893
2.2,1.8,0.3,0.564480982,0.6899228609,0.174559874
2.2,2,0.5,0.569339014,0.626305417,0.177704068
2.2,2.2,0.5,0.574293018,0.5742942262,0.180901094
2.2,2.4,0.1,0.592737999,0.5296182887,0.193166286
2.2,2.6,0.4,0.612611472,0.5132101119,0.206740678
2.2,2.8,0.4,0.612779429,0.5128314724,0.235702348
2.2,3,0.3,0.678488123,0.4738070527,0.255449141
2.4,0,0,0.509072657,0.6296500567,0.16875667
2.4,0.2,0,0.509072657,1,0.16875667
2.4,0.4,0,0.509072657,1,0.16875667
2.4,0.6,0,0.509072657,1,0.16875667
2.4,0.8,0,0.509072657,1,0.16875667
2.4,1,0,0.509072657,1,0.16875667
2.4,1.2,0.1,0.509072531,1,0.168756675
2.4,1.4,0.6,0.513003541,0.8794272299,0.17147064
2.4,1.6,0.7,0.517440902,0.7761670087,0.17456164
2.4,1.8,0.3,0.521920323,0.6958929447,0.177703445
2.4,2,0.6,0.526436123,0.6317222115,0.180900916
2.4,2.2,0.3,0.542209498,0.5776193425,0.192289526
2.4,2.4,0.5,0.558493443,0.5586111509,0.204542475
2.4,2.6,0.5,0.55845833,0.5580905163,0.24087222
2.4,2.8,0.4,0.612481575,0.5126033864,0.247435775
2.4,3,0.4,0.612227119,0.5131853473,0.272457022
2.6,0,0,0.47421105,0.9716364371,0.171973504
